"well" "hyvin"
"unsure" "epävarma"
"fallen" "kaatunut"
"snakes" "käärmeet"
"plants" "kasvit"
"brown" "ruskea"
"creature" "olento"
"silently" "hiljaa"
"revealing" "paljastava"
"tan" "ruskettua/itan"
"indicate" "osoittaa"
"status" "asema"
"male" "uros/miehinen"
"mating" "parittelu"
"sits" "istuu"
"worm" "mato"
"crushed" "murskattu"
"struggles" "kamppailut"
"armani" "Armani"
"glasses" "silmälasit"
"colorful" "värikäs"
"shaped" "muotoinen, muotoileva"
"crows" "varikset"
"starved" "nälkäinen"
"gaunt" "laiha"
"tumor" "kasvain"
"rear" "takana"
"appears" "näyttää"
"curved" "kaareva"
"feathers" "höyhenet"
"shiny" "kiiltävä"
"indicating" "osoittava"
"flight" "lento"
"await" "odottaa"
"clearing" "selvittää"
"vulture" "ahmatti"
"swings" "keinut"
"faking" "teeskenteleminen"
"possession" "omistuksen"
"rhinoceros" "sarvikuono, nosaario"
"carcass" "raato"
"indicates" "ilmaisee"
"hunt" "metsästää"
"crow" "varis"
"mild" "lempeä"
"breeze" "tuulenvire"
"blows" "iskut"
"leaps" "hypyt"
"dispenser" "automaatilta"
"rolodex" "Rolodex (merkkituote)"
"bank" "pankki"
"receipt" "kuitti, vastaanotto"
"prior" "entinen"
"require" "vaatia"
"emily" "Emilia"
"festivities" "juhlallisuudet"
"dining" "ruokailuun liittyvä"
"cars" "autot"
"vue" "näkymä"
"rode" "ratsastaa"
"baskin" "kori"
"wished" "toivoen"
"consume" "kuluttaa"
"racism" "rasismi"
"purity" "puhtaus"
"clothed" "pukeutunut"
"lame" "ontuva"
"lightly" "kevyesti"
"substance" "aine"
"mankind" "ihmiskunta"
"tar" "tarvitsee"
"bubblegum" "purukumi"
"disgusting" "inhottava"
"disgusted" "inhottava"
"cascades" "putous"
"whisper" "kuiskaaminen"
"krispy" "rapea"
"kreme" "kreme"
"parking" "pysäköinti"
"gawked" "toljotti"
"continued" "jatkettu"
"cherokee" "cherokee-intiaani"
"native" "syntyperäinen"
"bench" "penkki"
"press" "lehdistö"
"rack" "teline"
"involved" "mukana"
"clock" "kello / kellon ympärille asettaa"
"reaching" "saavuttaminen"
"hungry" "nälkäinen"
"smiled" "hymyili"
"knowing" "tietävä"
"occurred" "tapahtui"
"useless" "hyödytön"
"banter" "leikittely"
"u2" "U2"
"root" "juuri"
"canal" "kanava, kanaali"
"moods" "mielialat"
"pissy" "kiukkuinen"
"teeth" "hampaat"
"medicinal" "lääketieteellinen"
"unbearable" "sietämätön"
"adopted" "adoptoitu"
"quietly" "hiljaisesti"
"irritate" "ärsyttää"
"punk" "punkkari, ketku"
"rocker" "rock-muusikko"
"bowie" "veitsi, musiikkilaji ja artisti"
"ashley" "nimi (englanninkielinen)"
"toby" "kuivatuotteet, ruokasäiliöt"
"diaper" "vaippa"
"wouldve" "olisi"
"pissed" "vihainen"
"clone" "klooni"
"strangle" "kuristaa"
"ridley" "Ridley"
"meh" "no niin"
"north" "pohjoinen"
"extensive" "laaja"
"unusually" "epätavallisesti"
"views" "näkymä"
"ski" "suksi"
"instructor" "opettaja"
"french" "ranskalainen"
"fries" "ranskanperunat"
"shouldve" "olisi pitänyt"
"fried" "paistettu"
"priceless" "arvokas tai korvaamaton"
"bands" "bändit"
"bono" "Bono"
"nobel" "jalo"
"prize" "palkinto"
"mista" "mistä"
"martinez" "Martinez (henkilönnimi)"
"carnival" "karnevaali"
"venice" "Venetsia"
"satan" "saatana"
"rambling" "harhaileva"
"shauna" "shauna"
"sucked" "nuoltu"
"practically" "käytännöllisesti"
"fair" "messut/oikeudenmukainen"
"hooray" "hurraa"
"couldve" "olisi voinut"
"endorphins" "onnellisuushormoni, endorfiini"
"husbands" "aviomiehet"
"elle" "elle"
"woods" "metsä"
"legally" "laillisesti"
"reese" "suklaapatukka"
"witherspoon" "kaatopuu"
"selfish" "itsekäs"
"independent" "itsenäinen"
"official" "virallinen"
"piss" "pissa"
"absorb" "imeytyä"
"burden" "taakka"
"heaven" "taivas"
"concern" "huoli"
"forsaken" "hylätty"
"admire" "ihailla"
"convince" "vakuuttamaan"
"logic" "logiikka"
"knives" "veitset"
"faint" "huono"
"glee" "riemu, ilo"
"pretends" "teeskennellä, näytellä"
"yep" "juuri niin"
"mindset" "ajatusmaailma, ajattelutapa"
"who's" "kuka on"
"summed" "summattu"
"apathetic" "apaattinen"
"caring" "välittäminen"
"confused" "hämmentynyt"
"counting" "lasketaan"
"wouldnt" "ei halua / ei tahtoisi"
"personally" "henkilökohtaisesti"
"distraction" "häirintä"
"bothering" "häiritseminen"
"affected" "vaikuttanut"
"drumline" "rummut"
"rocket" "raketti"
"ryan" "Ryan"
"schedules" "suunnitelmat"
"madonna" "Madonna (laulaja)"
"members" "jäsenet"
"louder" "kovemmin, kovenevasti"
"enjoys" "nauttii"
"hip" "hihna"
"freakin" "hullun hullu"
"hulk" "massiivinen"
"laughing" "naurava"
"needless" "tarpeeton"
"tid" "aika"
"saliva" "sylki"
"intentionally" "tahallisesti"
"introduce" "esitellä/johdatella"
"assortment" "valikoima"
"dirty" "likainen"
"^" "^, katkaistupilkku eli sirkumfleksi-merkki"
"roof" "katto"
"suffer" "kärsiä"
"dire" "kauhea"
"consequences" "seuraamukset"
"primarily" "ensisijaisesti"
"normally" "normaalisti"
"indebted" "velkaantunut"
"impact" "vaikutus"
"eagerly" "innokkaasti"
"butts" "takapuolet"
"walks" "käveleminen, kävely"
"arrives" "saapuu"
"dislike" "inhota"
"pleasant" "miellyttävä"
"crying" "itkevä"
"dogs" "koirat"
"yelping" "kiljumassa, kiljuminen"
"pleasantly" "miellyttävästi"
"returns" "palattava"
"vet" "veteraani"
"pm" "yksityisviesti"
"dripping" "tippuminen"
"amusement" "viihde"
"multi" "moni"
"colored" "värikäs"
"earring" "korvakoru"
"laughs" "naurut"
"staples" "peruspilarit"
"stupidly" "typerästi"
"placed" "sijoitettu"
"rediculous" "naurettava"
"extent" "laajuus"
"forced" "pakotettu"
"lubbock" "Lubbock"
"famous" "kuuluisa"
"paced" "tasainen"
"headlining" "pääesiintyvä"
"relatives" "sukulaiset"
"favorites" "suosikit"
"coincidence" "sattuma"
"daughter" "tytär"
"illusion" "illuusio"
"pool" "uima-allas"
"drowned" "hukkunut"
"attempted" "yritettävä"
"homicide" "murha"
"disagree" "eri mieltä"
"reunions" "paluujuhlia"
"101" "101"
"00" "nolla-nolla (merkintä esim. ravintolassa yli 21-vuotiaille)"
"selling" "myymässä"
"forbids" "kieltää"
"flirted" "flirttailu"
"blatantly" "julkeasti/törkeästi"
"x4" "x4"
"calmed" "rauhoitettu"
"stars" "tähdet"
"geez" "hyvänen aika"
"techno" "tekno"
"forming" "muodostaminen, rakentaminen"
"shapes" "muodot"
"field" "ala/kenttä"
"legend" "legenda"
"recognize" "tunnistaa"
"catchy" "tarttuva"
"guard" "vartija"
"fellowship" "yhteisö"
"orcs" "örkit"
"elves" "keijukaiset"
"dwarves" "kääpiöt"
"recruited" "palkattu"
"dwarf" "kääpiö"
"wraith" "aave"
"they'd" "he olisivat"
"distract" "häiritä"
"distracting" "häiritsevä"
"marching" "marssiminen"
"impressive" "vaikuttava"
"tempered" "hillitty"
"deserving" "ansaitseva"
"wasting" "tuhlaaminen"
"choices" "valinnat"
"wrongs" "vääryyksiä"
"mere" "pelkkä"
"puzzles" "palapelit"
"fret" "kiihdyttää tai huolehtia"
"interest" "korko"
"delve" "etsiä"
"noise" "melu"
"decay" "rappeutuminen/hajoaminen"
"carbon" "hiili"
"forms" "muodot"
"atoms" "atomit"
"hence" "siksi"
"motionless" "liikkumaton"
"suffocate" "tukehduttaa"
"lead" "johtaa"
"puppet" "nukke"
"dragged" "raahata"
"flow" "virtaus"
"destiny" "kohtalo"
"awkward" "vaivaannuttava"
"bothersome" "ärsyttävä"
"positions" "asemat"
"causes" "syyt"
"fulfill" "täyttää"
"hurting" "satuttaminen"
"experiences" "kokemuksia"
"altered" "muutettu"
"dependent" "riippuvainen"
"vanish" "kadota"
"disappear" "kadota"
"carry" "kantaa"
"foolish" "typerä"
"werent" "eivät olleet"
"cared" "välittänyt"
"mourn" "surra"
"spinning" "pyörivä"
"grown" "kasvanut"
"marches" "rajankäynnit"
"ass" "perse"
"describe" "kuvailla"
"human" "ihminen, inhimillisyys"
"flowing" "virtaava, virtaus"
"inter" "vaihtamaan"
"filling" "täyttävä"
"temporary" "väliaikainen"
"filing" "arkistointi"
"cabinets" "kaapit"
"scrap" "jätettä"
"gather" "koota"
"merely" "pelkästään"
"shown" "näyttää"
"ghosts" "kummitukset"
"heads" "päät"
"allowing" "salliminen/mahdollistaminen"
"fleeting" "katoava"
"glances" "vilkaisee, silmäys"
"shocks" "shokit"
"race" "kilpailu"
"psyche" "psyyke"
"laced" "nauhoitettu"
"designed" "suunniteltu"
"strand" "jättää yksin"
"begins" "alkaa"
"necessarily" "välttämättömästi"
"exact" "tarkka"
"ponder" "pohtia"
"loosely" "löyhästi"
"connected" "yhteydessä oleva"
"recollect" "muistaa"
"remarkably" "merkittävästi"
"exquisite" "hienostunut, erinomainen"
"tool" "työkalu"
"gracefully" "sulavasti"
"realization" "tiedostaminen"
"influences" "vaikutukset"
"train" "juna"
"railing" "kaiteilla"
"joyous" "iloinen"
"dismal" "synkkä"
"melodic" "melodinen"
"anomaly" "poikkeama"
"jingles" "jingles"
"traffic" "liikenne"
"obnoxious" "ilkeä"
"sudden" "äkillinen"
"persons" "henkilöt"
"demeanor" "käyttäytyminen"
"listener" "kuuntelija"
"intricate" "monimutkainen"
"workings" "toiminta"
"someones" "joku"
"functioning" "toimiva"
"texture" "rakenne"
"lips" "huulet"
"chords" "soinnut"
"shaky" "epävakaa"
"replies" "vastaukset"
"rat" "rotta"
"required" "tarvittava/vaatima"
"hasnt" "ei ole"
"leads" "johtaa"
"looseness" "löysäys"
"particular" "erityinen"
"eases" "helpottaa"
"summation" "yhteenveto"
"wander" "harhailla"
"mental" "henkinen/mielen"
"linkin" "linkittyvä"
"ought" "pitäisi"
"label" "etiketti"
"tina" "tina"
"hahn" "hahn"
"envy" "kateus, kadehtia"
"consumed" "kiihkeästi syöttelevä"
"urge" "kehottaa; noun, RGB(255, 153, 51), tarve"
"ambition" "tavoite/ambitio"
"jealousy" "kateus"
"ironic" "ironinen"
"wishing" "toivominen"
"bodies" "ruumiit"
"personalities" "persoonallisuudet"
"pride" "ylpeys, omahyväisyys"
"sin" "synti"
"sins" "synnit"
"jealous" "kateellinen"
"fires" "tulipalot"
"carried" "kantanut"
"learn" "oppia"
"bane" "vahingoittaja"
"emerald" "smaragdi"
"annoyed" "ärsyyntynyt"
"everybody's" "kaikkien"
"hat" "hattu"
"reasoning" "päättely"
"whoops" "hops"
"jeffrey" "Jeffrey-nimi"
"town" "kaupunki"
"cruise" "risteily"
"dirt" "lika"
"cheek" "poski"
"homeless" "koditon"
"mans" "miehet"
"frantic" "hätäinen"
"applying" "hakeminen"
"deadline" "deadline"
"concerned" "huolissaan"
"countdown" "laskuri"
"graduate" "valmistunut"
"bundles" "niput"
"relationships" "ihmissuhteet"
"bills" "laskut"
"payments" "maksut"
"jury" "valamiehistö, tuomari"
"coffin" "arkku"
"blur" "hämärä"
"natural" "luonnollinen"
"glass" "lasi"
"dish" "ruokalaji (Finnish)"
"mothers" "äidit"
"wagon" "vaunu"
"lessons" "oppitunnit"
"boiling" "kiehuva, kuuma"
"instructed" "neuvoi, ohjeisti"
"included" "sisälsi"
"facilities" "tilat"
"bodily" "fyysinen"
"functions" "toiminnot"
"pet" "lemmikki"
"uncommon" "harvinainen"
"terrified" "pelokas"
"courtyard" "sisäpiha"
"fruit" "hedelmä"
"cheesecake" "juustokakku"
"eww" "hyi"
"hurry" "kiire"
"nightingale" "satakieli"
"cavs" "kavaljeereja"
"fo" "folio"
"sheezy" "rento"
"cassie" "Cassie"
"parties" "juhlat"
"horn" "sarvi"
"1992" "tuhannesyhdeksänsataayhdeksänkymmentäkaksi"
"chevrolet" "Chevrolet"
"caprice" "mielijohde"
"dollars" "dollaria"
"fuzzy" "hapsuinen"
"dice" "noppa"
"beads" "helmet"
"fringe" "reuna-alue"
"beaded" "helmin koristeltu"
"seat" "penkki"
"remy" "Remy"
"v8" "V8-moottori"
"sounding" "ääni"
"commodores" "merikapteenit"
"casey" "Casey"
"joked" "pilailee"
"sounded" "kuulosti"
"teach" "opettaa"
"audition" "koelaulu"
"highly" "erittäin"
"auditions" "koelaulut, näytelmän tekeminen"
"pimp" "johdatella / noun, RGB(153, 0, 153), parittaja"
"rambled" "harhailivat (Finnish translation)"
"teen" "teini"
"kacy" "kuningas"
"trinity" "kolminaisuus"
"meatwad" "lihapallero"
"honies" "hunajat"
"indigo" "indigonsininen / indigoväri"
"spread" "levittäminen"
"finality" "lopullisuus"
"grips" "otteet"
"chases" "ajaa takaa"
"waxing" "vahaaminen"
"gently" "hellästi"
"sparkling" "kimalteleva"
"cosmic" "kosminen"
"sunset" "auringonlasku"
"glides" "liukua"
"revolutions" "vallankumoukset"
"rely" "luottaa"
"sunsets" "auringonlasku, auringonpimennys"
"despair" "epätoivo"
"frightening" "pelottava"
"pallet" "kuormavaunu"
"brilliantly" "loistavasti"
"grows" "kasvaa/kasvava"
"dim" "himmeä"
"fill" "täyttää"
"minds" "mielitiet"
"cascade" "vesiputous"
"shades" "aurinkolasit"
"hues" "sävyt"
"horizon" "horisontti"
"gentle" "lempeä"
"luminous" "loistava"
"serene" "rauhallinen"
"canvas" "kangas"
"violet" "violetti"
"clouds" "pilvet"
"cascading" "kaskadointi"
"dancing" "tanssiminen"
"rays" "säteet"
"leaped" "hypätä"
"sum" "summa, summata"
"poetic" "runollinen"
"ramblings" "harhaanjohtavaa puhetta"
"jumbled" "sekava"
"eloquent" "sujuvasti puhuva"
"remembrance" "muistaminen"
"oftentimes" "usein"
"delusional" "harhainen"
"literary" "kirjallinen"
"creations" "luomukset"
"talents" "lahjakkuudet"
"grammar" "kielioppi"
"jupiter" "Jupiter"
"atmosphere" "ilmapiiri"
"marks" "merkit"
"ratings" "luokitukset"
"remarks" "huomautus"
"insignificant" "merkityksetön"
"insensitive" "tunteeton"
"dwell" "asua"
"reflection" "heijastus, pohdinta"
"memorial" "muistomerkki"
"relive" "uudelleen elää"
"trauma" "traumat"
"endured" "kestää"
"tragic" "traaginen"
"incident" "tapahtuma"
"influence" "vaikutus"
"destroyed" "tuhottu"
"emotionally" "tunnetasolla"
"forgive" "antaa anteeksi;"
"outs" "ulkopuoliset"
"cease" "lakata"
"communication" "kommunikointi"
"senior" "vanhempi"
"award" "palkinto"
"toss" "heittää"
"sophomore" "toisen vuoden opiskelija"
"brent" "Brent"
"eh" "no niin"
"seniors" "seniorit"
"inevitable" "vääjäämätön"
"diving" "sukeltava"
"vast" "laaja"
"enjoying" "nauttiminen"
"bliss" "autuus"
"showers" "suihkut"
"tackling" "käsittelee"
"bleak" "synkkä"
"releasing" "vapauttava"
"imagined" "kuviteltu"
"transitions" "siirtymävaiheita"
"melodies" "melodiat"
"mingled" "sekoitettu"
"burst" "puhjeta"
"clicks" "klikit"
"feeding" "ruokinta"
"arts" "taiteet/taiteellinen ilmaisu"
"musical" "musiikillinen"
"visual" "visuaalinen"
"splendid" "loistokas"
"contagious" "tarttuva"
"festive" "juhlava"
"festival" "festivaali"
"associated" "liittynyt"
"festivals" "festivaalit"
"weary" "uupunut"
"confide" "uskoa, luottaa"
"ridiculous" "naurettava"
"relate" "liittyä"
"separated" "erillään"
"segregated" "eristetty"
"naive" "naiivi"
"ideals" "ihanteet"
"hopes" "toiveet"
"determine" "määrittää"
"heading" "suuntaamassa"
"goofy" "hassu"
"attendant" "hoitaja"
"mailed" "lähetetty"
"postage" "postimaksu"
"headed" "suuntautunut, matkalla kohti"
"greets" "tervehtii"
"cashier" "kassanhoitaja"
"accepted" "hyväksytty"
"staff" "henkilökunta, työntekijät"
"consist" "koostua"
"zooming" "zoomata (Italian: ingrandire)"
"bounces" "pomppiva"
"lower" "alempi"
"corny" "kömpelö"
"tag" "merkitä"
"killing" "tappo/tappaminen"
"tasks" "tehtävät"
"suppressed" "tukahdutettu"
"laughter" "nauru"
"throught" "läpi (mahdollinen kirjoitusvirhe, oikea muoto: through)"
"replay" "uusinta"
"smiling" "hymyilevä"
"compiling" "kokoamassa"
"gigantic" "jättimäinen"
"application" "hakemus, sovellus"
"repeating" "toistuva"
"simpler" "yksinkertaisempi"
"phases" "vaiheet"
"locations" "sijainnit"
"barrage" "tulivaikutus"
"vague" "epämääräinen"
"activities" "toiminnat"
"hereby" "täten"
"branded" "brändätty"
"responded" "vastasi"
"role" "rooli"
"customer" "asiakas"
"associate" "liittää"
"leash" "hihna"
"hmmmm" "hmmmm"
"uhhhh" "öööö"
"sir" "herra"
"stumble" "kompastella"
"encounters" "kohtaamiset"
"herself" "itsensä"
"skill" "taito"
"phrases" "lauseet"
"rats" "rotat"
"labeled" "merkitty"
"teamwork" "tummanvihreä, yhteistyö"
"scale" "punnita"
"broad" "laaja"
"damn" "hitto"
"shelling" "suojelu"
"sweaters" "neulepuseroita"
"section" "osa/alue"
"consisted" "koostui"
"teenage" "teini-"
"easiest" "helpoin"
"dive" "sukeltaa"
"gross" "ällöttävä"
"racked" "kiduttaminen"
"zell" "solu"
"checking" "tarkistaminen"
"ap" "apuraha"
"calculus" "matematiikka"
"birthdays" "syntymäpäivät"
"careful" "varovainen"
"heroine" "sankaritar"
"shakes" "ravistele"
"recieved" "vastaanotettu"
"opinions" "mielipiteet"
"unwind" "rentoutua"
"anticipations" "odotukset"
"fills" "täyttää"
"insight" "oivallus"
"ongoing" "käynnissä oleva"
"motivate" "motivoida"
"shine" "loistaa"
"partake" "osallistua"
"unleash" "vapauttaa"
"creativity" "luovuus"
"developed" "kehitetty"
"occurs" "tapahtuu"
"communicate" "kommunikoida"
"beauty" "kauneus, ihanuus"
"fey" "ylimaallinen"
"cringe" "nolostuttaa"
"bestest" "paras"
"permanent" "pysyvä"
"embrace" "halata/halaus"
"compilation" "kokoamis"
"memoir" "muistelma"
"memory" "muisto"
"expressed" "ilmaistu"
"pleasure" "nautinto"
"conversing" "keskustella, puhua"
"stream" "virta"
"moonlight" "kuutamoyö"
"intuition" "intuitio"
"foresee" "ennakoida"
"ecstasy" "hurmiollisuus"
"paths" "polut"
"journey" "matka"
"gazing" "tarkkailla"
"skyward" "ylöspäin"
"beyond" "yli"
"spirits" "henget"
"inspired" "inspiraatioon perustuva"
"interpretation" "tulkinta"
"expression" "ilme"
"significance" "merkityksellisyys"
"recite" "lausui ulkoa"
"box" "laatikko"
"outlook" "näkymä"
"opportunities" "mahdollisuudet"
"liking" "mieltymys"
"should've" "olisi pitänyt"
"42" "42"
"westbrook" "lännessä"
"skipping" "hyppiminen"
"ninja" "ninja"
"roll" "kääriä/rimpiä"
"banquet" "juhla-ateria, juhlat"
"neatly" "siististi"
"straightforward" "suoraviivainen"
"childlike" "lapsenomainen"
"relatively" "suhteellisen"
"analyzing" "analysoiminen"
"literature" "kirjallisuus"
"develops" "kehittää"
"freeze" "jäädyttää, jäätyä"
"add" "lisätä"
"development" "kehitys"
"common" "yleinen"
"conclusion" "päätelmä, päätelmässä"
"stage" "lava"
"unfolding" "avautuminen"
"misadventures" "seikkailu"
"occur" "tapahtua"
"adolescent" "nuori"
"pre" "esi-"
"adulthood" "aikuisuus"
"hometowns" "kotikylät"
"alongside" "vieressä, rinnalla"
"dreaded" "pelätty"
"inevitably" "vääjäämättä"
"teenagers" "teini-ikäiset"
"accustomed" "tottunut"
"possibility" "mahdollisuus"
"pleasurable" "nautittava"
"prospect" "mahdollisuus"
"bay" "lahdenpohja"
"gathered" "kokoontunut"
"classes" "oppitunnit"
"twenties" "kaksikymmentäluvut"
"thirties" "kolmekymmentä"
"classification" "luokittelu"
"comparison" "vertailu"
"jump" "hypätä"
"regard" "huomio"
"drug" "huume"
"capable" "kykenevä"
"adults" "aikuiset"
"expanded" "laajentunut"
"creates" "luo"
"aging" "ikääntyminen"
"virile" "miehekäs"
"agile" "ketterä"
"mobile" "mobiili"
"mid" "keskellä"
"crisis" "kriisi"
"survivors" "selviytyjät"
"aged" "ikääntynyt"
"accumulate" "kertymistä"
"objects" "esineet"
"appeasing" "lepyttävä"
"endeavors" "yritys"
"haunt" "ahdistava"
"vigor" "voima"
"restored" "palautettu"
"ancients" "muinaiset"
"elders" "vanhemmat"
"decrepit" "rappeutunut"
"geezers" "ukot"
"reflecting" "heijastaa"
"youngsters" "nuoret"
"tales" "tarinat"
"sustain" "ylläpitää"
"offspring" "jälkeläiset"
"ticking" "tikittävä"
"guessed" "arvasi"
"feedback" "palaute"
"observe" "tarkkailla"
"interact" "vuorovaikuttaa"
"anchorman" "uutisankkuri"
"masque" "naamio"
"whistle" "pilli"
"moulin" "mylly"
"brighten" "kirkastaa"
"delete" "poistaa"
"feat" "saavutus"
"bowling" "keilailu"
"columbine" "kolumbiini kukka"
"semester" "lukukausi"
"forte" "vahva"
"hop" "hyppy/hypätä"
"aimlessly" "suunnattomasti, päämäärättä"
"knocks" "koputtaa"
"twos" "kahdeksan"
"fours" "neljät"
"angles" "kulmat/loikan"
"grip" "ote"
"balls" "pallo;"
"gutter" "ränni"
"professional" "ammattimainen"
"league" "liiga"
"renewed" "uudistunut"
"specific" "tarkka"
"oblivious" "tietämätön"
"temptress" "houkuttelija"
"curveball" "kaaripallo"
"morally" "moraalisesti"
"continually" "jatkuvasti"
"excercise" "liikkua"
"lascivious" "himokas"
"muscles" "lihakset"
"emotion" "tunne"
"ferrell" "huumori"
"harry" "pelotella"
"caray" "Caray"
"bellamy" "Bellamy"
"brothers" "veljet"
"talented" "lahjakas"
"christina" "Christina (nimi)"
"tommy" "tommy (nimi)"
"hazel" "pähkinänruskea"
"concert" "konsertti (Finnish)"
"celebrity" "julkkisuus, julkkis"
"concur" "olla samaa mieltä"
"suited" "sovitusti"
"blokes" "miehet"
"extended" "laajennettu"
"ken" "nukke"
"guitarist" "kitaristi"
"winter" "talvi"
"bend" "taipua"
"beckham" "jalkapallotähti Beckham"
"brit" "brittiläinen"
"meets" "tapaa"
"bollywood" "Bollywood"
"roughly" "suunnilleen"
"advertisements" "mainokset"
"intrigued" "kiinnostunut"
"countries" "maat"
"privileged" "etuoikeutettu"
"comic" "koominen"
"mixes" "sekoitukset"
"cultures" "kulttuurit"
"identify" "tunnistaa"
"unfamiliar" "tuntematon"
"talent" "lahjakkuus/taito"
"discovered" "löydetty"
"tries" "yrittää/yritykset"
"ultra" "poikkeuksellisen voimakas"
"traditional" "perinteinen"
"england" "Englanti"
"divulge" "paljastaa"
"brushing" "harjaus"
"actors" "näyttelijät"
"actresses" "näyttelijättäret"
"juliet" "Julia"
"formerly" "ennen"
"royal" "kuninkaallinen"
"scenes" "kohtaukset"
"kooky" "kummitteleva"
"language" "kieli"
"cases" "tapaukset"
"simplicity" "yksinkertaisuus"
"hawaiian" "havaijilainen"
"aloha" "hawaii-tervehdys"
"undertaken" "aloitettu"
"encounter" "kohtaaminen"
"integral" "välttämätön"
"torn" "repeytynyt"
"roller" "rullalla liikkuminen"
"coaster" "lahjapaketti"
"diminish" "vähentyä"
"importance" "tärkeys"
"lengthened" "pidentää"
"norah" "norah"
"jones" "himo"
