"hey" "hei"
"melee" "tappelu"
"upside-down" "ylösalasin"
"fowl" "lintu"
"lantern" "lyhty"
"rueger" "toivo"
"deflect" "torjua"
"legally" "laillisesti"
"recycled" "kierrätetty"
"hailie" "tervetuliaismalja"
"boyll" "poika"
"syllable" "tavu"
"tabs" "välilehdet"
"horns" "sarvet"
"punchlines" "iskulauseet"
"8s" "kahdeksikko"
"turnpike" "moottoritie"
"segal" "segal"
"whereabouts" "olinpaikka"
"stompin" "potkiskelu"
"make-up" "meikki"
"conductor" "johtaja"
"billin" "lasku"
"semi-automatic" "puoliautomaattinen"
"november" "marraskuu"
"shitlist" "vihollislista"
"merked" "menettämässä"
"fillin" "täyttökynä"
"bloodclots" "veritulppa"
"supercat" "supervirittäjä"
"cha" "cha"
"pyro" "pyro"
"poundll" "hakkaaminen"
"rocksll" "kivien heittäminen"
"bothered" "häiritseminen"
"fingernails" "kynnet"
"solution" "ratkaisu"
"hooting" "hörähtely"
"shootings" "ampumiset"
"loosey" "löysä"
"boosting" "nostaminen"
"tweaking" "viilaaminen"
"shooked" "järkyttynyt"
"folding" "taittelu"
"money-money-money" "raharakkautta"
"keeled" "kielekäs"
"hog-tied" "siat sidottu"
"reek" "löyhkää"
"sincere" "vilpitön"
"jeffreys" "sukat"
"peeping" "vakoilla"
"shined" "paistoi"
"client-attorney" "asiakas-asianajaja, oikeudellinen"
"privilege" "etuoikeus, yksityisyys"
"acquitted" "vapautettu syytteestä, puhdas"
"ritual" "rituaali, seremonia"
"tailor-made" "mittatilaustyönä tehty, räätälöity"
"sea-sick" "merisairas, kipeä merimatkalla"
"waves" "aallot, aallokoituminen"
"baccarat" "baccarat, korttipeli"
"underwear" "alusvaatteet, alushousut"
"doomsday" "tuomiopäivä, tuhoisa päivä"
"kitten" "kissanpentu, pikkukissa"
"jetlag" "aikaeron vaikutus, aikavyöhykevuorovaikutus"
"hammy" "hammasmainen, epäonnistunut"
"dreadlocks" "rastat, letitetyt hiukset"
"y-s-l" "Yves Saint Laurent, muotimerkki"
"a-side" "A-puoli, ensimmäinen puoli äänilevyllä"
"b-side" "B-puoli, toinen puoli äänilevyllä"
"ryder" "kuljetuksen tilaaja, ratsastaja"
"p90" "p90-kivääri"
"whatre" "mikä on"
"sparks" "kipinät"
"d-d-do" "tekemisissä"
"do-do" "tekeminen"
"do-do-do" "rock-musiikki"
"keyshia" "Keyshia (nimi)"
"mona" "Mona (nimi)"
"shipment" "lähetys"
"mccartneys" "McCartneys (sukunimi)"
"comfortably" "mukavasti"
"laps" "lapset"
"applauds" "taputtaa"
"soared" "kohota"
"journalists" "toimittajat"
"heavyweight" "raskas"
"homophobic" "homofobinen"
"hostile" "vihamielinen"
"doves" "kyyhkyt"
"jealousys" "kateus"
"bitch-made" "huonosti kasvatettu"
"zoning" "suunnitteleminen"
"connoisseur" "tuntija"
"rest-in-peace" "lepää rauhassa"
"candles" "kynttilät"
"confidence" "itseluottamus"
"arrogance" "ylimielisyys"
"purgatory" "kiirastuli"
"orgy" "orgiat"
"conventional" "perinteinen"
"methods" "menetelmät, tavat"
"bore" "tylsistyttää, porata läpi"
"sidetracked" "harhautettu, häiritty"
"cocksucking" "suuseksi, lihava nainen"
"bebos" "rappio, alkuasukas"
"byrne" "Byrne, sukunimi"
"daytime" "päiväaika, valoisa aika"
"crawling" "ryömiminen, käyttäytyminen alentuvasti"
"effen" "karkaistu, vahvistunut"
"smizz" "syleillä, halata"
"drizz" "sataa tihkusadetta, tihkua"
"ooouuu" "makea, viettelevä"
"proving" "todistaminen"
"levels" "tasot"
"berretas" "baretit"
"provoke" "provosoida"
"approachin" "lähestyminen"
"commission" "komissio"
"killings" "murhia"
"blatant" "häpeämätön"
"hesitatin" "epäröinti"
"tapin" "naputtaminen"
"francis" "Francis"
"iz-h" "Iz-H"
"phenomenal" "upea"
"abdominal" "vatsalihakset"
"excellence" "erinomaisuus"
"presence" "läsnäolo"
"hesitant" "epäröivä"
"auto-matoes" "automaattiset"
"fatso" "läski"
"castro" "Castro"
"underboss" "alipäälikkö"
"ayyo" "Ayyo"
"darkest" "tummin"
"calms" "rauhoittaa"
"bethas" "Bethas"
"psalms" "psalmit"
"afters" "jälkiruoka"
"chillest" "rennoin"
"villas" "villakangas"
"studied" "opiskella"
"brook" "puro"
"diminish" "vähentyä"
"venice" "Venetsia"
"escaped" "paeta"
"peniro" "kynä"
"sheek" "tyylikäs"
"louch" "humalainen"
"replacin" "korvaava"
"macin" "Mac-tietokone"
"placin" "sijoittaminen"
"fune-rals" "hautajaiset"
"aroused" "kiihottaa"
"cayman" "kaimaani"
"gangstress" "naispuolinen gangsteri"
"argues" "väittelee"
"steams" "höyryt"
"latifah" "Latifah-nimi"
"vehicles" "ajoneuvot"
"streetsweeper" "kadunlakaisin"
"uglier" "rumempi"
"ruckers" "reppuryhmä"
"chuckers" "irrotettavat"
"rottweilers" "rottweilerit"
"plaid" "ruudullinen"
"botherin" "häiritsevä"
"flashbacks" "paluu menneeseen"
"mash" "muussata"
"maaaaaaaaan" "mies"
"theyd" "he"
"illmatic" "sairaan hyvä"
"mattola" "matto"
"lightly" "kevyesti"
"rikers" "vankila New Yorkissa"
"talkll" "puhuu"
"bbbbllllattttt" "melodia"
"pete" "Peter"
"uptownll" "yläkaupunki"
"jay-zs" "Jay-Z"
"eminems" "Eminem"
"nelly" "Nelly"
"ludacris" "Ludacris"
"apparel" "vaatetus"
"discovery" "löytö"
"robots" "robotit"
"brick-copper" "tiili-kupari"
"645" "645"
"airplane" "lentokone"
"mouthpiece" "huulipelti"
"vanquish" "kukistaa"
"medina" "Medina"
"eva" "Eva"
"mendes" "Mendes"
"ushers" "Usherit"
"candy-painted" "makeassa maalattu"
"cardier" "korvakoru"
"hogging" "ahnaasti"
"navigation" "navigointi"
"seatbelts" "turvavyöt"
"employees" "työntekijät"
"cosa" "asia"
"jons" "jons-nimi"
"groupie-ass" "groupie-tyyliset"
"adolf" "Adolf-nimi"
"nicer" "mukavampi"
"japanese" "japanilainen"
"ping-pong" "pöytätennis"
"courtroom" "oikeussali"
"rag-white" "ryppyinen"
"backhand" "takakäsi"
"zab" "zagreba"
"yalls" "teille kaikille"
"supper" "illallinen"
"vain" "turhamainen"
"ratting" "ilmiantaminen"
"toasts" "laulut"
"sliding" "liu'uttaminen"
"bothering" "häiritseminen"
"handing" "antaminen"
"flyers" "lentolehtiset"
"mornings" "aamut"
"aisles" "käytävät"
"pathmark" "polunmerkki"
"carton" "pahvilaatikko"
"parting" "ero"
"trains" "junat"
"shakur" "Shakur"
"polished" "kiillotettu"
"drawer" "vetolaatikko"
"hampers" "vääristää"
"monitor" "monitori"
"fishing" "kalastus"
"bezzy" "lyhenne "
"lifting" "nosto"
"dispatcher" "hälytyskeskus"
"supersized" "erittäin suuri"
"shame" "häpeä"
"encourage" "rohkaista"
"positive" "positiivinen"
"dirtbag" "likainen säkki"
"heartbreaks" "sydänsuru"
"setbacks" "vastoinkäymiset"
"make-make" "luoda"
"collectin" "keräys"
"whaddup" ""
"pacin" "säätää"
"tity" "rintojen suureneminen"
"boi" "poika"
"suppress" "tukahduttaa"
"rattlin" "kalistelu"
"stormy" "myrskyisä"
"perpetrate" "tehdä"
"spreadin" "levittää"
"circulate" "kiertää"
"slant" "kaltevoituminen"
"demanded" "vaadittu"
"subliminal" "alitajuinen"
"jokin" "jokin"
"half-machine" "puoliksi kone"
"dizzle" "hölynpöly"
"crumb" "muru"
"g-u-n-i-tizzt" "aseellinen"
"mag-ah-nificent" "mahtava"
"d-p-g" "Dogg Pound Gang"
"instructionsll" "ohjeet"
"celtics" "keltit"
"laker" "lakerit"
"whookid" "vauva"
"crack-a-lackin" "eläväinen"
"pimps" "parittajat"
"mackelineum" "pelimiehet"
"fuck-niggas" "vitutposti"
"rapid-fire" "nopea"
"brrrrrt" "brrrr"
"gga" "tyyppi"
"happening" "tapahtuma"
"mind-state" "mielentila"
"lynch" "lynkata"
"transvestite" "transvestiitti"
"hula" "hulata"
"baton" "tahtipuikko"
"boos" "buuaukset"
"handcuffs" "käsiraudat"
"emptying" "tyhjentäminen"
"visits" "vierailut"
"wino" "juoppo"
"picassos" "Picasso-maalaukset"
"wile" "juonittelu"
"tombstone" "hautakivi"
"gossiping" "juoruilu"
"typical" "tyypillinen"
"mentality" "ajattelutapa"
"1999s" "1990-luvut"
"generous" "antelias"
"slinging" "heittelevä"
"dysfunctional" "toimimaton"
"quick-tempered" "kiivasluonteinen"
"short-fused" "helposti suuttuva"
"fireman" "palomies"
"wussed" "pelkotila"
"abortions" "abortit"
"mistress" "rakastajatar"
"importantly" "tärkeästi"
"courtin" "kosiskelu"
"embroidery" "kirjailu"
"disorderly" "epäjärjestyksessä"
"error" "virhe"
"neglected" "laiminlyöty"
"sinners" "syntiset"
"bugz" "ötökät"
"adultery" "aviorikos"
"cuffs" "käsiraudat"
"hint" "vihje"
"wedlock" "avioliitto"
"ladys" "naiset"
"negative" "kielteinen"
"painful" "tuskallinen"
"webs" "verkot"
"my-my-my" "voi voi"
"jooks" "juoksu"
"coastal" "rannikkoinen"
"aquitted" "vapautettu syytteestä"
"lopez" "Lopez"
"tropez" "Tropez"
"mopeds" "mopot"
"wheeling" "pyöriminen"
"spilling" "vuotaminen"
"stealing" "varastaminen"
"grilling" "grillaaminen"
"earthquake" "maanjäristys"
"withdrawal" "vetäytyminen"
"pesos" "pesot"
"yen" "jenit"
"flipped" "kääntäminen"
"rocawear" "Rocawear"
"alphabet" "aakkoset"
"billi" "biljardi"
"turbo" "turbo"
"revving" "kiihdyttäminen"
"merlot" "merlot"
"furlough" "lomautus"
"clubbing" "baareissa käyminen"
"bucket" "ämpäri"
"multiple" "usea"
"borough" "kaupunginosa"
"vickys" "Vickys"
"companion" "kumppani"
"doll" "nukke"
"celine" "selkeälinjainen"
"tassels" "kannukset"
"dutches" "punos"
"starver" "nälkäkuoleman partaalla oleva"
"stella" "tähtimäinen"
"bella" "kaunis"
"rg" "RG"
"sneaking" "hiiviskelevä"
"behavior" "käytös"
"indecent" "sopimaton"
"accusing" "syyttää"
"clues" "vihjeet"
"26-inch" "26 tuumaa"
"pier" "laituri"
"80s" "80-luku"
"rubs" "hinkkaa"
"impacts" "vaikutukset"
"bias" "ennakkoasenne"
"reader" "lukija"
"conscience" "omatunto"
"mouses" "hiiret"
"trousers" "housut"
"fred" "Fred"
"krueger" "Krueger"
"ching-ching" "Ching-Ching!"
"regals" "vallankumous"
"devilles" "paholaiset"
"emblem" "tunnusmerkki"
"shield" "kilpi"
"two-piece" "kaksiosainen"
"amg" "Autobahn Motorsport Group"
"2-thou-15" "kaksi tuhatta viisitoista"
"lens" "tarkentaa"
"beaucoup" "runsaasti"
"rugers" "aseet"
"ignored" "sivuutettu"
"courts" "tuomiot"
"knahmean" "tiedätkös"
"yknahmsayin" "tiedätkö mitä tarkoitan"
"oww" "voi"
"elway" "jalkapalloilija"
"youknowmsayin" "tarkoittaako se mitään sinulle"
"vets" "veteraanit"
"rhyming" "rimmaava"
"has-beens" "jo olleet"
"fellers" "kaverit"
"swizz" "hässäkkä"
"tha" "se"
"horror" "kauhu"
"blid-ast" "siniset munuaiset"
"smid-ash" "valkoinen hammas"
"stid-ash" "punainen hiili"
"20s" "kaksikymppiset"
"bagged" "pussitettu"
"one-25" "sata ja 25"
"rocketed" "räjähtänyt"
"ock" "Ock"
"ish" "-mainen"
"tanning" "rusketus"
"baked" "paistettu"
"salmon" "lohi"
"fluffy" "pörröinen"
"peggy" "Peggy"
"bundy" "Bundy"
"grouch" "äkäpussi"
"mook" "Mook"
"loochie" "satunnainen raha"
"pookie" "pieni lemmikki"
"softer" "pehmeämpi"
"lipton" "teepussi"
"squint" "siristää"
"cheques" "tarkistuttaa"
"fishtanks" "akvaario"
"headrest" "niskatuki"
"poetic" "runollinen"
"copasetic" "hyvä"
"infected" "tartunnan saanut"
"gunna" "meneillään oleva asia"
"rnb" "rytmin ja bluesin musiikkityyli"
"pretender" "teeskentelijä"
"faced" "kohdata"
"sliced" "viipaloida"
"aaliyah" "taivaallinen"
"cassidy" "vapaan miehen järjestö"
"heezy" "helppo"
"greezy" "rasvainen, tahmea"
"chickll" "elossaolokielto, kakku"
"beenie" "kauluri, pipopipo"
"glances" "vilkaisee, silmäys"
"goofys" "hassut"
"pathers" "polkuja, jälkiä"
"snoopys" "utelias, pikkuvanha"
"jury" "valamiehistö, tuomari"
"rubys" "rubiinit, punainen"
"dumbies" "tyhmä, hölmö"
"tummies" "tummat, vatsalihakset"
"clumsy" "kömpelö, kankea"
"scarecrow" "pelottava, peltomies"
"swizzs" "liuos, kupruja"
"tomato" "tomaatti, punainen"
"sling" "heittää, kantaa"
"perpetuate" "pidentää ikuisuuteen, ylläpitää"
"yachiniku" "grillejä, lihaa"
"mang" "mango, hedelmä"
"ying" "yin, kiinalainen filosofia"
"yang" "yang, kiinalainen filosofia"
"yosemite" "vuoristomaisema, Yosemite"
"infinity" "äärettömyys, loputon"
"evils" "pahuus, pahaksi"
"petrified" "kivettyneet, peloissaan"
"exercise" "harjoitus, liikunta"
"uckin" "kovaäänisesti, räyhäät"
"moths" "koit, perhoset"
"slung" "lingollen, paisui"
"upstate" "Alueella, yläkerrassa"
"kis" "hetki"
"scams" "huijaus"
"ceo" "toimitusjohtaja"
"cramped" "ahdas"
"pilf" "pilf"
"nwod" "nwod"
"gniht" "gniht"
"ym" "ym"
"tup" "tup"
"babymama" "babymama"
"ching" "ching"
"hollered" "huusivat"
"ov-ah" "ov-ah"
"cho-cha" "cho-cha"
"vul-cha" "vul-cha"
"dontcha" "dontcha"
"wa-ta-ta" "wa-ta-ta"
"ra-ta-ta-ta" "ra-ta-ta-ta"
"ta-ta-ta-ta-ta" "ta-ta-ta-ta-ta"
"blah-blah-blah" "blah-blah-blah"
"wat-ah" "wat-ah"
"gal" "gal"
"pedicure" "pedikyyristä"
"toast-ah" "paahtoleipä"
"clos-ah" "lähellä"
"halle" "sali"
"berry" "marja"
"post-ah" "myöhäinen"
"belvedere" "näköalapaikka"
"nev-ah" "koskematon"
"bett-ah" "parempi"
"weath-ah" "sää"
"prostitute" "prostituoitu"
"ba-bump" "sydämenlyönti"
"ga-donk" "isku"
"donk" "tömähdys"
"rican" "kotoisin Puerto Ricosta"
"why-thai" "kysymys"
"-thai-o-toy-o-thai-thai" "lelu"
"rock-thai" "huojuttaa"
"sup-ah" "kuiskata"
"kinte" "hyvä ystävä"
"yessuh" "kyllä herra"
"massa" "suuri määrä"
"outlast" "kestää pidempään kuin"
"matt-ah" "tylsä"
"ughhh" "ällöttävä"
"duh" "tietty"
"pa-rum" "hurraa"
"pa-pum" "pam"
"pum" "pom"
"cinnabon" "kanelipulla"
"ooooh" "ihastuneena."
"crooks" "rikolliset"
"mothafucker" "helvetin poika"
"plasma" "plasman"
"chauvinist" "sukupuolikiihkoilija"
"stooge" "idiootti"
"amused" "viihdytään"
"pricks" "mulkut"
"cuddler" "halailija"
"drool" "kuolahda"
"ice-grill" "jäähdytetyt kasvot"
"bouncers" "ovimiehet"
"squeal" "kiljua; ulista"
"copper-tops" "kupariset; kuparoitut"
"singers" "laulajat; laulajia"
"shanker" "veitsi; tökkijä"
"lone" "yksinäinen; yksin"
"ranger" "metsänvartija; partiolainen"
"hump" "kyhmy; kyttyrä"
"thirst" "jano; janottaa"
"ante" "panos; ennakko"
"screening" "seulonta; seulonta-"
"autobiographical" "autobiografinen; omaelämäkerrallinen"
"yourselves" "itsenne; te itse"
"damu" "verta; veri"
"d-12" "d-12; musiikkiryhmä"
"films" "elokuvat; filmatisoinnit"
"comedy" "komedia; naurattava"
"starrin" "starrin; tähtimäinen"
"g-g-g-g-unot" "g-g-g-g-unot; rap-musiikki"
"ads" "mainokset; mainostukset"
"d-mack" "d-mack; nimi tai lyhenne"
"fase" "fase; vaihe"
"punked" "punked; pilkata"
"18th" "kahdeksastoista; kahdeksas"
"dvd" "dvd; digitaalinen videolevy"
"newsflash" "uutispommi; uutispätkä"
"2001" "kaksituhatta ja yksi; vuosi 2001"
"submit" "jättää; alistaa"
"d-unit" "d-unit; musiikkiyhtye"
"jackin" "jackin; nostaa; kiskoa"
"johnson" "johnson; sukunimi tai lyhenne"
"blonde" "vaalea"
"kanyes" "Kanye"
"offer" "tarjous"
"gut-instinct" "vaisto"
"accomplishment" "saavutus"
"entrepreneurs" "yrittäjät"
"skyscraper" "pilvenpiirtäjä"
"stone-cold" "kiveenkova"
"essential" "välttämätön"
"fond" "rakastava"
"phrase" "lause"
"mater" "äiti"
"keni" "keni"
"burke" "burke"
"rising" "nouseva"
"bind" "sitoa"
"terrordome" "terroriluola"
"hoopty" "rupinen vanha auto"
"187s" "henkirikos"
"progress" "kehitys"
"soften" "pehmentää"
"brownsville" "Brownsvillen kaupunginosa"
"flatbush" "Flatbushin kaupunginosa"
"heights" "korkeudet"
"tussle" "tappelu"
"muffled" "tukahdutettu"
"exception" "poikkeus"
"accommodate" "majoittaa"
"exterminate" "tuhota"
"genetics" "genetiikka"
"strobe" "strobovalo"
"nevada" "Nevada"
"persistent" "sinnikäs"
"consistent" "johdonmukainen"
"showtime" "show-aika"
"unstoppable" "pysäyttämätön"
"bustaz" "varkaat"
"rushin" "kiiruhtaa"
"over-packed" "ylipakattu"
"prisons" "vankilat"
"pressures" "paineet"
"crates" "laatikot"
"psssh" "psssh"
"currency" "valuutta"
"scenes" "kohtaukset"
"participated" "osallistui"
"felonious" "rikollinen"
"pagers" "pagerit"
"labeled" "merkitty"
"allergic" "allerginen"
"bird-ass" "lintu-naama"
"h-k" "h-k"
"unruly" "kuriton"
"sort" "lajitella"
"bowling" "keilailu"
"fort" "linnoitus"
"perculatin" "hehkuva"
"lo-los" "matalaprofiiliset autot"
"six-fos" "kuusinkertainen"
"claps" "aplodit"
"braided" "letittää"
"cornrowed" "maissiriviin"
"pharrell" "Pharrell"
"eric" "Eric"
"tier" "taso"
"abercrombie" "Abercrombie"
"fitch" "pyrstö"
"eighty-eight" "kahdeksankymmentäkahdeksan"
"freddys" "Freddy's"
"newcomers" "uudet tulokkaat"
"lateef" "Lateef"
"honcho" "johtaja"
"long-ass" "pitkällä"
"heats" "lämpö"
"alonzo" "Alonzo"
"geah" "geah"
"nicole" "Nicole"
"complex" "monimutkainen"
"difficult" "vaikea"
"ultimate" "lopullinen"
"seduction" "viettely"
"supernatural" "yli-inhimillinen"
"wha" "Wha?"
"pleasures" "nautinnot"
"confident" "itsevarma"
"senses" "aistit"
"ooohhh" "ääääah"
"tulip" "tulppaani"
"essence" "ydin"
"twenty-thousand" "kaksikymmentätuhatta"
"f-b-i-r-s" "fbiu"
"d-e-a" "dea"
"combination" "yhdistelmä"
"leopard" "leopardi"
"prowling" "vaanimaan"
"rollerballs" "kuulakärkikynät"
"jumanji" "jumanji"
"greenhouse" "kasvihuone"
"mandarin" "mandariini"
"gansevoort" "Gansevoort"
"ferocious" "raivokas"
"hocus" "hokkus pokkus"
"pocus" "hokkus pokkus"
"insomniac" "uneton"
"powdered" "jauhettu"
"tiers" "tasot"
"shitload" "kakka kuorma"
"priors" "ennakkotapaukset"
"macgyvers" "MacGyverit"
"deep-sea" "syvänmeren"
"sailed" "seilannut"
"failed" "epäonnistunut"
"anchor" "ankkuri"
"sail" "purjehtia"
"devil-scream" "paholaisen huuto"
"steamroller" "jyräävä"
"double-team" "kaksinkertainen hyökkäys"
"sleepovers" "yökyläily"
"yuugh" "yuugh"
"hers" "hänen"
"distorted" "vääristynyt"
"reloading" "uudelleenlataaminen"
"repour" "suhde"
"membership" "jäsenyys"
"olé" "huuto, "
"64s" "64 kappaletta"
"badder" "pahempi"
"fearful" "pelokas"
"confronted" "kohdata"
"overwhelming" "valtava"
"imminent" "lähestyvä"
"plagues" "rutto"
"disasters" "katastrofit"
"protective" "suojelus-"
"additional" "lisää"
"civilization" "sivilisaatio"
"depended" "riippua"
"ability" "kyky"
"foresee" "ennakoida"
"forestall" "ennaltaehkäistä"
"dangers" "vaarat"
"various" "erilaiset"
"comfort" "lohdutus"
"oldest" "vanhin"
"inscribed" "kaiverrettu"
"subconscious" "alitajunta"
"began" "alkoi"
"actual" "todellinen"
"terrors" "kauhut"
"lessen" "vähentää"
"intensity" "intensiteetti"
"gained" "saavutti"
"increasing" "lisääntyvä"
"lessening" "vähenevä"
"society" "yhteiskunta"
"anxious" "ahdistunut"
"livelihoods" "toimeentulot"
"aging" "ikääntyminen"
"process" "prosessi"
"intense" "intensiivinen"
"powerful" "voimakas"
"generalized" "yleistetty"
"anxiety" "ahdistus"
"improbable" "epätodennäköinen"
"evolution" "evoluutio"
"decisive" "ratkaiseva"
"occurred" "tapahtui"
"nineteenth" "yhdeksästoista"
"advertising" "mainonta"
"journalism" "journalismi"
"framed" "kehystetty"
"appeals" "vetoomukset"
"resist" "vastustaa"
"constantly" "jatkuvasti"
"sources" "lähteet"
"faux" "teko-"
"pas" "hyvitys"
"endless" "loputon"
"hazards" "vaarat"
"unaware" "tietämätön"
"phenomenon" "ilmiö"
"prosperity" "vauraus"
"luxury" "ylellisyys"
"fretting" "murehtiminen"
"becomes" "tulee"
"particularly" "erityisesti"
"pernicious" "tuhoisa"
"moments" "hetket"
"retrench" "säästää"
"precisely" "tarkasti"
"delano" "Delano"
"roosevelt" "Roosevelt"
"1933" "vuosi 1933"
"depression" "lama"
"1929" "vuosi 1929"
"economic" "taloudellinen"
"factors" "tekijät"
"necessary" "välttämätön"
"surmount" "voittaa"
"inaugural" "avajais-"
"realities" "todellisuudet"
"collapse" "romahtaa"
"economy" "talous"
"naive" "naiivi"
"optimism" "optimismi"
"implored" "vedottaen"
"listeners" "kuulijat"
"periods" "jaksot"
"pioneer" "pioneeri"
"inaction" "toimettomuus"
"lowers" "alentaa"
"further" "edelleen"
"assert" "väittää"
"firm" "jämäkkä"
"nameless" "nimetön"
"unreasoning" "järjetön"
"unjustified" "perusteeton"
"terror" "terrori"
"paralyzes" "lamauttaa"
"sketched" "luonnostella"
"separates" "erottaa"
"mettle" "luottamus/tahto"
"strengthen" "vahvistaa"
"toughen" "kovettaa"
"collective" "yhteinen"
"converted" "muuttaa"
"purely" "puhtaasti"
"inspiring" "inspiroiva"
"leadership" "johtajuus"
"fdr" "Franklin D. Roosevelt"
"mind-set" "ajatusmalli"
"enterprising" "yritteliäs"
"crises" "kriisit"
"national" "kansallinen"
"comparison" "vertailu"
"perils" "vaarat"
"1930s" "1930-luku"
"subsequent" "seuraava"
"twenty-first-century" "2000-luvun"
"prosperous" "vauras"
"males" "miehet"
"minorities" "vähemmistöt"
"entrance" "sisäänkäynti"
"arena" "areena"
"altering" "muuttaminen"
"socially" "sosiaalisesti"
"advanced" "edistynyt"
"advances" "edistysaskeleet"
"opportunities" "mahdollisuudet"
"dissolving" "liukeneva"
"challenges" "haasteet"
"competitive" "kilpailukykyinen"
"vulnerabilities" "haavoittuvuudet"
"reinvention" "uudelleentekeminen"
"situations" "tilanteet"
"determining" "määrittäminen"
"factor" "tekijä"
"disproportionate" "epäsuhdassa"
"manufacture" "valmistaminen"
"adverse" "haitallinen"
"circumstances" "olosuhteet"
"cultivating" "viljelevä"
"fearless" "peloton"
"boldness" "rohkeus"
"create" "luoda"
"stirring" "liikuttava"
"evolved" "kehittynyt"
"primitive" "alkukantainen"
"dominates" "hallitsee"
"rational" "rationaalinen"
"productive" "tuottelias"
"adults" "aikuiset"
"overcome" "voittaa"
"downward" "alaspäin suuntautuva"
"childhood" "lapsuus"
"adventure" "seikkailu"
"someplace" "jossain paikassa"
"hadn" "ei ollut"
"frontier" "raja"
"invitation" "kutsu"
"philosophy" "filosofia"
"believed" "uskottiin"
"passive" "passiivinen"
"translate" "kääntää"
"postponing" "lykkääminen"
"opting" "valitseminen"
"messiness" "sotkuisuus"
"encounter" "kohtaaminen"
"variety" "monipuolisuus"
"experienced" "kokenut"
"risky" "riskialtis"
"thrust" "työntövoima"
"reversal" "käänteinen"
"surprises" "yllättää"
"oddly" "hassusti"
"therapeutic" "terapeuttinen"
"imagined" "kuviteltu"
"avoidance" "välttely"
"relatively" "suhteellisen"
"limitations" "rajoitukset"
"slightest" "hienoisin"
"tolerate" "sietää"
"vague" "epämääräinen"
"troubling" "huolestuttava"
"pressing" "kiireellinen"
"basis" "perusta"
"extreme" "äärimmäinen"
"tumultuous" "myrskyisä"
"revolutionary" "vallankumouksellinen"
"suffering" "kärsimys"
"tragedy" "tragedia"
"countless" "lukematon"
"toughened" "kovettunut"
"hardened" "kovettunut"
"unnatural" "epäluonnollinen"
"requires" "vaatii"
"tests" "kokeet"
